23.18,27.272,426,721.25,1
23.15,27.2675,429.5,714,1
23.15,27.245,426,713.5,1
23.15,27.2,426,708.25,1
23.1,27.2,426,704.5,1
23.1,27.2,419,701,1
23.1,27.2,419,701.6666667,1
23.1,27.2,419,699,1
23.1,27.2,419,689.3333333,1
23.075,27.175,419,688,1
23.075,27.15,419,690.25,1
23.1,27.1,419,691,1
23.1,27.16666667,419,683.5,1
23.05,27.15,419,687.5,1
23,27.125,419,686,1
23,27.125,418.5,680.5,1
23,27.2,0,681.5,0
22.945,27.29,0,685,0
22.945,27.39,0,685,0
22.89,27.39,0,689,0
22.89,27.39,0,689.5,0
22.89,27.39,0,689,0
22.89,27.445,0,691,0
22.89,27.5,0,688,0
22.89,27.5,0,689.5,0
22.79,27.445,0,689,0
22.79,27.5,0,685.6666667,0
22.79,27.5,0,687,0
22.79,27.5,0,688,0
22.745,27.5,0,670,0
22.7,27.46333333,0,668.6666667,0
22.7,27.5,0,670,0
22.7,27.5,0,667,0
22.66666667,27.42666667,0,664.5,0
22.7,27.6,0,670,0
22.6,27.42666667,0,670.3333333,0
22.6,27.39,0,672,0
22.6,27.35666667,0,658,0
22.6,27.445,0,660.5,0
22.6,27.42666667,0,658,0
22.6,27.445,0,655,0
22.6,27.445,0,654.25,0
22.6,27.39,0,648,0
22.5,27.32333333,0,648.6666667,0
22.5,27.445,0,646,0
22.5,27.5,0,646,0
22.5,27.445,0,641.5,0
22.39,27.29,0,639,0
22.5,27.5,0,640,0
22.39,27.34,0,630.5,0
22.39,27.35666667,0,629.3333333,0
22.39,27.5,0,632,0
22.39,27.5,0,636.5,0
22.39,27.5,0,627.5,0
22.39,27.39,0,626,0
22.39,27.5,0,625.5,0
22.34,27.39,0,623.5,0
22.39,27.46333333,0,624.6666667,0
22.39,27.39,0,622,0
22.29,27.39,0,621,0
22.34,27.39,0,626.5,0
22.29,27.39,0,622,0
22.39,27.39,0,620,0
22.29,27.39,0,621.5,0
22.29,27.35666667,0,616.3333333,0
22.29,27.34,0,609,0
22.29,27.39,0,614,0
22.29,27.34,0,613.5,0
22.29,27.34,0,611,0
22.29,27.39,0,612,0
22.29,27.29,0,608,0
22.29,27.29,0,605.5,0
22.2675,27.315,0,608.5,0
22.2,27.29,0,608.5,0
22.245,27.29,0,602.5,0
22.2,27.29,0,598,0
22.2,27.29,0,595,0
22.2,27.29,0,591,0
22.245,27.245,0,591,0
22.2,27.2,0,595,0
22.2,27.29,0,594.3333333,0
22.2,27.29,0,593.5,0
22.2,27.29,0,592,0
22.15,27.245,0,586.5,0
22.2,27.2,0,586,0
22.15,27.245,0,586,0
22.2,27.245,0,584.5,0
22.1,27.245,0,584.5,0
22.1,27.2,0,585.5,0
22.13333333,27.2,0,584.6666667,0
22.2,27.2,0,577,0
22.1,27.2,0,580,0
22.125,27.2,0,582,0
22.2,27.2,0,580,0
22.1,27.15,0,578,0
22.1,27.2,0,576.5,0
22.1,27.2,0,580,0
22.1,27.2,0,572.5,0
22.1,27.2,0,567,0
22.1,27.2,0,568,0
22.1,27.2,0,574.5,0
22.1,27.2,0,564.3333333,0
22.1,27.2,0,563,0
22.1,27.15,0,564.5,0
22.06666667,27.16666667,0,566.3333333,0
22.1,27.1,0,562,0
22,27.1,0,565.5,0
22,27.1,0,570,0
22.05,27.15,0,562,0
22,27.1,0,560,0
22,27.1,0,558,0
22,27.1,0,556,0
22,27.1,0,557,0
21.9175,27.1,0,556.5,0
21.945,27.1,0,557.5,0
21.92666667,27.1,0,555,0
21.89,27.1,0,555,0
21.89,27.1,0,553,0
21.89,27.1,0,549.5,0
21.89,27.1,0,548.5,0
21.89,27.1,0,551.5,0
21.89,27.1,0,548.5,0
21.89,27.1,0,548,0
21.89,27.1,0,547.5,0
21.89,27.1,0,553,0
21.84,27.1,0,547.5,0
21.85666667,27.1,0,548.6666667,0
21.79,27.1,0,540,0
21.79,27.1,0,538,0
21.79,27.1,0,542,0
21.79,27.1,0,542,0
21.79,27.1,0,538,0
21.79,27.1,0,537.6666667,0
21.79,27.1,0,537.5,0
21.79,27.1,0,536,0
21.745,27.1,0,534.5,0
21.7,27.1,0,532.5,0
21.76,27.1,0,530,0
21.745,27.05,0,529.5,0
21.79,27.05,0,531,0
21.73,27,0,533.3333333,0
21.745,27,0,531,0
21.745,27,0,529,0
21.745,27,0,528.5,0
21.7,27,0,525,0
21.7,27,0,528.5,0
21.7,27,0,530.5,0
21.7,26.89,0,528,0
21.7,26.89,0,526,0
21.7,26.89,0,530,0
21.7,26.89,0,533.3333333,0
21.7,26.89,0,529,0
21.7,26.89,0,528,0
21.7,26.89,0,526,0
21.7,26.89,0,526,0
21.7,26.79,0,521,0
21.7,26.79,0,518,0
21.7,26.79,0,515.5,0
21.7,26.79,0,520,0
21.7,26.7675,0,523.5,0
21.7,26.79,0,525.5,0
21.7,26.79,0,525.5,0
21.7,26.79,0,514,0
21.7,26.7,0,518,0
21.7,26.7,0,518,0
21.7,26.7,0,520,0
21.6,26.7,0,521,0
21.6,26.6,0,518,0
21.6,26.65,0,517,0
21.6,26.6,0,511.5,0
21.65,26.65,0,514,0
21.6,26.55,0,515.5,0
21.6,26.5,0,517,0
21.6,26.5,0,515,0
21.6,26.5,0,512,0
21.6,26.5,0,515,0
21.65,26.55,0,511,0
21.6,26.5,0,514,0
